Date,Action,Symbol,Description,Quantity,Price,fees_and_comm,Amount,
11/13/20,Sell to Open,TWTR 11/20/2020 43.50 C,CALL TWITTER INC $43.5 EXP 11/20/20,1,0.78,0.65,77.35,
11/13/20,Buy to Close,TWTR 11/13/2020 43.00 C,CALL TWITTER INC $43 EXP 11/13/20,1,0.17,0.65,-17.65,
11/13/20,Sell to Open,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,1,4.46,0.66,445.34,
11/13/20,Buy to Open,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,1,4.83,0.65,-483.65,
11/13/20,Buy to Close,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,2.78,0.65,-278.65,
11/13/20,Sell to Open,PTON 11/20/2020 108.00 C,CALL PELOTON INTERACTIVE$108 EXP 11/20/20,2,1.93,1.77,384.23,
11/13/20,Buy to Open,PTON 11/20/2020 100.00 P,PUT PELOTON INTERACTIVE $100 EXP 11/20/20,2,3.69,0.9,-738.9,
11/13/20,Buy to Close,PTON 11/13/2020 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 11/13/20,2,0.01,0.03,-2.03,
11/13/20,Sell to Open,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,1,4.49,0.66,448.34,
11/13/20,Buy to Open,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,1,4.88,0.65,-488.65,
11/13/20,Buy to Close,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,2.71,0.65,-271.65,
11/13/20,Sell to Open,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,1,4.49,0.66,448.34,
11/13/20,Buy to Open,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,1,4.88,0.65,-488.65,
11/13/20,Buy to Close,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,2.71,0.65,-271.65,
11/13/20,Sell to Open,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,1,4.49,0.66,448.34,
11/13/20,Buy to Open,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,1,4.88,0.65,-488.65,
11/13/20,Buy to Close,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,2.71,0.65,-271.65,
11/13/20,Sell to Open,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,1,4.49,0.66,448.34,
11/13/20,Buy to Open,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,1,4.88,0.65,-488.65,
11/13/20,Buy to Close,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,2.71,0.65,-271.65,
11/13/20,Sell to Open,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,1,4.49,0.66,448.34,
11/13/20,Buy to Open,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,1,4.91,0.65,-491.65,
11/13/20,Buy to Close,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,2.68,0.65,-268.65,
11/13/20,Sell to Open,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,1,4.9,0.66,489.34,
11/13/20,Buy to Open,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,1,4.35,0.65,-435.65,
11/13/20,Buy to Close,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,3.65,0.65,-365.65,
11/13/20,Sell to Open,SPCE 11/20/2020 20.00 C,CALL VIRGIN GALACTIC HLD$20 EXP 11/20/20,1,2.14,0.65,213.35,
11/13/20,Buy to Close,SPCE 11/13/2020 19.00 C,CALL VIRGIN GALACTIC HLD$19 EXP 11/13/20,1,2.89,0.65,-289.65,
11/13/20,Sell to Open,PTON 11/20/2020 108.00 C,CALL PELOTON INTERACTIVE$108 EXP 11/20/20,1,2.21,1.08,219.92,
11/13/20,Buy to Open,PTON 11/20/2020 100.00 P,PUT PELOTON INTERACTIVE $100 EXP 11/20/20,1,2.94,0.22,-294.22,
11/13/20,Buy to Close,PTON 11/13/2020 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 11/13/20,1,0.02,,-2,
11/13/20,Sell to Open,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,1,4.92,0.66,491.34,
11/13/20,Buy to Open,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,1,4.48,0.65,-448.65,
11/13/20,Buy to Close,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,3.54,0.65,-354.65,
11/13/20,Buy to Close,PYPL 11/13/2020 202.50 C,CALL PAYPAL HOLDINGS INC$202.5 EXP 11/13/20,1,0.01,,-1,
11/13/20,Sell to Open,PYPL 11/20/2020 195.00 C,CALL PAYPAL HOLDINGS INC$195 EXP 11/20/20,1,1.41,0.65,140.35,
11/13/20,Buy to Close,ABT 11/13/2020 110.00 C,CALL ABBOTT LABORATORIES$110 EXP 11/13/20,2,2,1.33,-401.33,
11/13/20,Sell to Open,ABT 11/20/2020 114.00 C,CALL ABBOTT LABORATORIES$114 EXP 11/20/20,2,0.79,1.33,156.67,
11/12/20,Sell to Open,TWLO 11/20/2020 290.00 C,CALL TWILIO INC $290 EXP 11/20/20,1,6.64,0.66,663.34,
11/12/20,Buy to Close,TWLO 11/13/2020 280.00 C,CALL TWILIO INC $280 EXP 11/13/20,1,6.07,0.65,-607.65,
11/10/20,Buy to Close,TWTR 11/13/2020 47.00 C,CALL TWITTER INC $47 EXP 11/13/20,3,0.05,0.04,-15.04,
11/10/20,Sell to Open,TWTR 11/13/2020 43.00 C,CALL TWITTER INC $43 EXP 11/13/20,3,0.57,1.99,169.01,
11/10/20,Buy to Close,TWLO 11/13/2020 310.00 C,CALL TWILIO INC $310 EXP 11/13/20,1,0.26,0.65,-26.65,
11/10/20,Sell to Open,TWLO 11/13/2020 280.00 C,CALL TWILIO INC $280 EXP 11/13/20,1,2.7,0.66,269.34,
11/10/20,Sell to Open,PTON 11/13/2020 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 11/13/20,1,2.34,0.66,233.34,
11/10/20,Buy to Close,PTON 11/13/2020 132.00 C,CALL PELOTON INTERACTIVE$132 EXP 11/13/20,1,0.2,0.65,-20.65,
11/10/20,Sell to Open,PTON 11/13/2020 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 11/13/20,1,2.34,0.66,233.34,
11/10/20,Buy to Close,PTON 11/13/2020 132.00 C,CALL PELOTON INTERACTIVE$132 EXP 11/13/20,1,0.2,0.65,-20.65,
11/10/20,Sell to Open,PTON 11/13/2020 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 11/13/20,1,2.34,0.66,233.34,
11/10/20,Buy to Close,PTON 11/13/2020 132.00 C,CALL PELOTON INTERACTIVE$132 EXP 11/13/20,1,0.2,0.65,-20.65,
11/09/2020 as of 11/06/2020,Expired,NIO 11/06/2020 28.00 P,PUT N I O INC $28 EXP 11/06/20,-3,,,,
11/09/2020 as of 11/06/2020,Expired,TWTR 11/06/2020 41.00 P,PUT TWITTER INC $41 EXP 11/06/20,-1,,,,
11/6/20,Sell to Open,SPCE 11/13/2020 19.00 C,CALL VIRGIN GALACTIC HLD$19 EXP 11/13/20,1,0.75,0.65,74.35,
11/6/20,Buy to Close,SPCE 11/06/2020 19.00 C,CALL VIRGIN GALACTIC HLD$19 EXP 11/06/20,1,0.11,0.65,-11.65,
11/6/20,Buy to Close,PTON 11/06/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 11/06/20,1,0.07,0.65,-7.65,
11/6/20,Buy to Close,PTON 11/06/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 11/06/20,1,0.07,0.65,-7.65,
11/6/20,Sell to Open,PTON 11/13/2020 132.00 C,CALL PELOTON INTERACTIVE$132 EXP 11/13/20,1,2.59,0.66,258.34,
11/6/20,Sell to Open,PTON 11/13/2020 132.00 C,CALL PELOTON INTERACTIVE$132 EXP 11/13/20,1,2.59,0.66,258.34,
11/6/20,Buy to Close,PTON 11/06/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 11/06/20,1,0.09,0.65,-9.65,
11/6/20,Sell to Open,PTON 11/13/2020 132.00 C,CALL PELOTON INTERACTIVE$132 EXP 11/13/20,1,2.61,0.66,260.34,
11/6/20,Sell to Close,NIO 11/06/2020 28.00 P,PUT N I O INC $28 EXP 11/06/20,5,0.01,3.3,1.7,
11/6/20,Sell to Close,TWTR 11/06/2020 41.00 P,PUT TWITTER INC $41 EXP 11/06/20,2,0.01,1.33,0.67,
11/6/20,Sell to Close,PTON 11/06/2020 106.00 P,PUT PELOTON INTERACTIVE $106 EXP 11/06/20,1,0.02,0.65,1.35,
11/6/20,Sell to Close,PTON 11/06/2020 106.00 P,PUT PELOTON INTERACTIVE $106 EXP 11/06/20,2,0.02,1.33,2.67,
11/6/20,Journal,SPCE,VIRGIN GALACTIC HLDGS IN,-100,,,,
11/6/20,Journal,SPCE,VIRGIN GALACTIC HLDGS IN,100,,,,
11/5/20,Sell to Open,PTON 11/06/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 11/06/20,2,2.95,1.34,588.66,
11/5/20,Buy to Close,PTON 11/06/2020 115.00 C,CALL PELOTON INTERACTIVE$115 EXP 11/06/20,2,10.4,1.33,-2081.33,
11/5/20,Sell to Open,PTON 11/06/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 11/06/20,1,2.95,0.66,294.34,
11/5/20,Buy to Close,PTON 11/06/2020 115.00 C,CALL PELOTON INTERACTIVE$115 EXP 11/06/20,1,10.4,0.65,-1040.65,
11/5/20,Sell to Open,TWTR 11/13/2020 47.00 C,CALL TWITTER INC $47 EXP 11/13/20,1,0.28,0.65,27.35,
11/5/20,Buy to Close,TWTR 11/06/2020 43.00 C,CALL TWITTER INC $43 EXP 11/06/20,1,0.92,0.65,-92.65,
11/5/20,Sell to Open,TWTR 11/13/2020 47.00 C,CALL TWITTER INC $47 EXP 11/13/20,1,0.28,0.65,27.35,
11/5/20,Buy to Close,TWTR 11/06/2020 43.00 C,CALL TWITTER INC $43 EXP 11/06/20,1,0.92,0.65,-92.65,
11/5/20,Sell to Open,TWTR 11/13/2020 47.00 C,CALL TWITTER INC $47 EXP 11/13/20,1,0.28,0.65,27.35,
11/5/20,Buy to Close,TWTR 11/06/2020 43.00 C,CALL TWITTER INC $43 EXP 11/06/20,1,0.92,0.65,-92.65,
11/5/20,Sell to Open,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,1.37,0.65,136.35,
11/5/20,Buy to Close,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.58,0.65,-358.65,
11/5/20,Sell to Open,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,1.37,0.65,136.35,
11/5/20,Buy to Close,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.58,0.65,-358.65,
11/5/20,Sell to Open,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,1.37,0.65,136.35,
11/5/20,Buy to Close,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.58,0.65,-358.65,
11/5/20,Sell to Open,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,1.36,0.65,135.35,
11/5/20,Buy to Close,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.57,0.65,-357.65,
11/5/20,Sell to Open,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,1.38,0.65,137.35,
11/5/20,Sell to Open,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,1.36,0.65,135.35,
11/5/20,Buy to Close,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.57,0.65,-357.65,
11/5/20,Buy to Close,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.59,0.65,-359.65,
11/5/20,Sell to Open,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,1.4,0.65,139.35,
11/5/20,Buy to Close,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.61,0.65,-361.65,
11/5/20,Sell to Open,NIO 11/13/2020 42.00 C,CALL N I O INC $42 EXP 11/13/20,1,1.4,0.65,139.35,
11/5/20,Buy to Close,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.61,0.65,-361.65,
11/5/20,Buy to Close,SDC 11/06/2020 9.50 C,CALL SMILEDIRECTCLUB INC$9.5 EXP 11/06/20,1,0.85,0.65,-85.65,
11/5/20,Sell to Open,SDC 11/13/2020 10.50 C,CALL SMILEDIRECTCLUB INC$10.5 EXP 11/13/20,1,0.45,0.65,44.35,
11/5/20,Sell to Open,PYPL 11/13/2020 202.50 C,CALL PAYPAL HOLDINGS INC$202.5 EXP 11/13/20,1,4.27,0.66,426.34,
11/5/20,Buy to Close,PYPL 11/06/2020 192.50 C,CALL PAYPAL HOLDINGS INC$192.5 EXP 11/06/20,1,8.45,0.65,-845.65,
11/5/20,Sell to Close,ABT 11/06/2020 102.00 P,PUT ABBOTT LABORATORIES $102 EXP 11/06/20,2,0.01,1.33,0.67,
11/4/20,Sell to Open,ABT 11/13/2020 110.00 C,CALL ABBOTT LABORATORIES$110 EXP 11/13/20,2,3.52,1.35,702.65,
11/4/20,Buy to Close,ABT 11/06/2020 106.00 C,CALL ABBOTT LABORATORIES$106 EXP 11/06/20,2,6.25,1.33,-1251.33,
11/4/20,Sell to Open,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,2,3.48,1.35,694.65,
11/4/20,Buy to Close,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,2,7.63,1.33,-1527.33,
11/4/20,Buy to Close,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,1,7.6,0.65,-760.65,
11/4/20,Sell to Open,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.45,0.66,344.34,
11/4/20,Sell to Open,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,1,3.51,0.66,350.34,
11/4/20,Buy to Close,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,2,7.65,1.33,-1531.33,
11/4/20,Buy to Close,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,1,7.66,0.65,-766.65,
11/4/20,Sell to Open,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,2,3.5,1.35,698.65,
11/4/20,Buy to Close,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,2,7.65,1.33,-1531.33,
11/4/20,Sell to Open,NIO 11/13/2020 37.00 C,CALL N I O INC $37 EXP 11/13/20,2,3.5,1.35,698.65,
11/4/20,Sell to Open,TWLO 11/13/2020 310.00 C,CALL TWILIO INC $310 EXP 11/13/20,1,8.47,0.67,846.33,
11/4/20,Buy to Close,TWLO 11/06/2020 290.00 C,CALL TWILIO INC $290 EXP 11/06/20,1,14.92,0.65,-1492.65,
11/3/20,Journal,,JOURNAL TO 14240044,,,,-30000,
11/3/20,Sell to Open,SDC 11/06/2020 9.50 C,CALL SMILEDIRECTCLUB INC$9.5 EXP 11/06/20,1,0.37,0.65,36.35,
11/3/20,Sell to Open,SPCE 11/06/2020 19.00 C,CALL VIRGIN GALACTIC HLD$19 EXP 11/06/20,1,0.76,0.65,75.35,
11/3/20,Buy,SPCE,VIRGIN GALACTIC HLDGS IN,100,18.55,,-1855,
11/3/20,Buy,DXCM,DEXCOM INC,2,328.53,,-657.06,
11/02/2020 as of 10/30/2020,Expired,SDC 10/30/2020 9.50 C,CALL SMILEDIRECTCLUB INC$9.5 EXP 10/30/20,1,,,,
10/30/20,Buy to Open,PTON 11/06/2020 106.00 P,PUT PELOTON INTERACTIVE $106 EXP 11/06/20,3,5.49,1.99,-1648.99,
10/30/20,Buy to Close,PTON 10/30/2020 120.00 C,CALL PELOTON INTERACTIVE$120 EXP 10/30/20,3,0.03,0.04,-9.04,
10/30/20,Sell to Open,PTON 11/06/2020 115.00 C,CALL PELOTON INTERACTIVE$115 EXP 11/06/20,3,5.84,2.03,1749.97,
10/30/20,Buy to Close,TWLO 10/30/2020 307.50 C,CALL TWILIO INC $307.5 EXP 10/30/20,1,0.1,0.65,-10.65,
10/30/20,Sell to Open,TWLO 11/06/2020 290.00 C,CALL TWILIO INC $290 EXP 11/06/20,1,5.23,0.66,522.34,
10/30/20,Sell to Open,TWTR 11/06/2020 43.00 C,CALL TWITTER INC $43 EXP 11/06/20,2,1.37,1.34,272.66,
10/30/20,Buy to Open,TWTR 11/06/2020 41.00 P,PUT TWITTER INC $41 EXP 11/06/20,2,1.34,1.33,-269.33,
10/30/20,Buy to Close,TWTR 10/30/2020 50.00 C,CALL TWITTER INC $50 EXP 10/30/20,2,0.01,0.03,-2.03,
10/30/20,Sell to Open,TWTR 11/06/2020 43.00 C,CALL TWITTER INC $43 EXP 11/06/20,1,1.37,0.65,136.35,
10/30/20,Buy to Open,TWTR 11/06/2020 41.00 P,PUT TWITTER INC $41 EXP 11/06/20,1,1.34,0.65,-134.65,
10/30/20,Buy to Close,TWTR 10/30/2020 50.00 C,CALL TWITTER INC $50 EXP 10/30/20,1,0.01,,-1,
10/30/20,Buy to Close,PYPL 10/30/2020 195.00 C,CALL PAYPAL HOLDINGS INC$195 EXP 10/30/20,1,0.06,0.65,-6.65,
10/30/20,Sell to Open,PYPL 11/06/2020 192.50 C,CALL PAYPAL HOLDINGS INC$192.5 EXP 11/06/20,1,5.89,0.66,588.34,
10/30/20,Sell to Open,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,1,1.83,0.65,182.35,
10/30/20,Buy to Open,NIO 11/06/2020 28.00 P,PUT N I O INC $28 EXP 11/06/20,1,0.67,0.65,-67.65,
10/30/20,Buy to Close,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,1,2.94,0.65,-294.65,
10/30/20,Sell to Open,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,1,1.83,0.65,182.35,
10/30/20,Buy to Open,NIO 11/06/2020 28.00 P,PUT N I O INC $28 EXP 11/06/20,1,0.67,0.65,-67.65,
10/30/20,Buy to Close,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,1,2.94,0.65,-294.65,
10/30/20,Sell to Open,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,1,1.83,0.65,182.35,
10/30/20,Buy to Open,NIO 11/06/2020 28.00 P,PUT N I O INC $28 EXP 11/06/20,1,0.67,0.65,-67.65,
10/30/20,Buy to Close,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,1,2.94,0.65,-294.65,
10/30/20,Sell to Open,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,2,1.83,1.34,364.66,
10/30/20,Buy to Open,NIO 11/06/2020 28.00 P,PUT N I O INC $28 EXP 11/06/20,2,0.67,1.33,-135.33,
10/30/20,Buy to Close,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,2,2.94,1.33,-589.33,
10/30/20,Sell to Open,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,2,1.83,1.34,364.66,
10/30/20,Buy to Open,NIO 11/06/2020 28.00 P,PUT N I O INC $28 EXP 11/06/20,2,0.67,1.33,-135.33,
10/30/20,Buy to Close,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,2,2.94,1.33,-589.33,
10/30/20,Sell to Open,NIO 11/06/2020 31.00 C,CALL N I O INC $31 EXP 11/06/20,1,1.83,0.65,182.35,
10/30/20,Buy to Open,NIO 11/06/2020 28.00 P,PUT N I O INC $28 EXP 11/06/20,1,0.67,0.65,-67.65,
10/30/20,Buy to Close,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,1,2.94,0.65,-294.65,
10/30/20,Buy to Open,ABT 11/06/2020 102.00 P,PUT ABBOTT LABORATORIES $102 EXP 11/06/20,2,1.64,1.33,-329.33,
10/30/20,Buy to Close,ABT 10/30/2020 107.00 C,CALL ABBOTT LABORATORIES$107 EXP 10/30/20,2,0.05,0.03,-10.03,
10/30/20,Sell to Open,ABT 11/06/2020 106.00 C,CALL ABBOTT LABORATORIES$106 EXP 11/06/20,2,2.19,1.34,436.66,
10/29/20,Margin Interest,,INTEREST 09/29THRU 10/28,,,,-68.75,
10/28/20,Buy to Close,ABT 10/30/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 10/30/20,2,0.27,1.33,-55.33,
10/28/20,Sell to Open,ABT 10/30/2020 107.00 C,CALL ABBOTT LABORATORIES$107 EXP 10/30/20,2,0.9,1.33,178.67,
10/28/20,Buy to Close,SDC 10/30/2020 11.50 C,CALL SMILEDIRECTCLUB INC$11.5 EXP 10/30/20,1,0.02,,-2,
10/28/20,Sell to Open,SDC 10/30/2020 9.50 C,CALL SMILEDIRECTCLUB INC$9.5 EXP 10/30/20,1,0.31,0.65,30.35,
10/28/20,Sell to Open,PYPL 10/30/2020 195.00 C,CALL PAYPAL HOLDINGS INC$195 EXP 10/30/20,1,2.41,0.66,240.34,
10/28/20,Buy to Close,PYPL 10/30/2020 202.50 C,CALL PAYPAL HOLDINGS INC$202.5 EXP 10/30/20,1,0.54,0.65,-54.65,
10/28/20,Sell to Open,PTON 10/30/2020 120.00 C,CALL PELOTON INTERACTIVE$120 EXP 10/30/20,3,4.14,2.02,1239.98,
10/28/20,Buy to Close,PTON 10/30/2020 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 10/30/20,3,1.8,1.99,-541.99,
10/27/20,Buy to Close,TWLO 11/06/2020 307.50 C,CALL TWILIO INC $307.5 EXP 11/06/20,1,5.36,0.65,-536.65,
10/27/20,Sell to Open,TWLO 10/30/2020 307.50 C,CALL TWILIO INC $307.5 EXP 10/30/20,1,1.45,0.65,144.35,
10/27/20,Sell to Open,TWLO 11/06/2020 307.50 C,CALL TWILIO INC $307.5 EXP 11/06/20,1,5.27,0.66,526.34,
10/27/20,Buy to Close,TWLO 10/30/2020 325.00 C,CALL TWILIO INC $325 EXP 10/30/20,1,0.34,0.65,-34.65,
10/23/20,Buy to Close,SDC 10/23/2020 11.50 C,CALL SMILEDIRECTCLUB INC$11.5 EXP 10/23/20,1,0.05,,-5,
10/23/20,Sell to Open,SDC 10/30/2020 11.50 C,CALL SMILEDIRECTCLUB INC$11.5 EXP 10/30/20,1,0.41,0.65,40.35,
10/23/20,Buy to Close,NIO 10/23/2020 29.00 C,CALL N I O INC $29 EXP 10/23/20,8,0.01,0.09,-8.09,
10/23/20,Sell to Open,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,1,0.61,0.65,60.35,
10/23/20,Sell to Open,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,2,0.61,1.33,120.67,
10/23/20,Sell to Open,NIO 10/30/2020 28.00 C,CALL N I O INC $28 EXP 10/30/20,5,0.61,3.31,301.69,
10/23/20,Sell to Open,ABT 10/30/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 10/30/20,2,1.22,1.34,242.66,
10/23/20,Buy to Close,ABT 10/23/2020 107.00 C,CALL ABBOTT LABORATORIES$107 EXP 10/23/20,2,1.08,1.33,-217.33,
10/23/20,Sell to Open,ATEC 11/20/2020 10.00 C,CALL ALPHATEC HOLDINGS $10 EXP 11/20/20,1,0.85,0.65,84.35,
10/23/20,Buy to Close,TWLO 10/23/2020 315.00 C,CALL TWILIO INC $315 EXP 10/23/20,1,0.07,0.65,-7.65,
10/23/20,Sell to Open,TWLO 10/30/2020 325.00 C,CALL TWILIO INC $325 EXP 10/30/20,1,6.54,0.66,653.34,
10/23/20,Sell to Open,PTON 10/30/2020 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 10/30/20,3,3.36,2.01,1005.99,
10/23/20,Buy to Close,PTON 10/23/2020 131.00 C,CALL PELOTON INTERACTIVE$131 EXP 10/23/20,3,0.01,0.04,-3.04,
10/23/20,Sell to Open,PYPL 10/30/2020 202.50 C,CALL PAYPAL HOLDINGS INC$202.5 EXP 10/30/20,1,4.17,0.66,416.34,
10/23/20,Buy to Close,PYPL 10/23/2020 205.00 C,CALL PAYPAL HOLDINGS INC$205 EXP 10/23/20,1,0.16,0.65,-16.65,
10/21/20,Sell to Open,ABT 10/23/2020 107.00 C,CALL ABBOTT LABORATORIES$107 EXP 10/23/20,2,0.71,1.33,140.67,
10/21/20,Buy to Close,ABT 10/23/2020 111.00 C,CALL ABBOTT LABORATORIES$111 EXP 10/23/20,2,0.16,1.33,-33.33,
10/21/20,Buy to Close,TWLO 10/23/2020 335.00 C,CALL TWILIO INC $335 EXP 10/23/20,1,0.34,0.65,-34.65,
10/21/20,Sell to Open,TWLO 10/23/2020 315.00 C,CALL TWILIO INC $315 EXP 10/23/20,1,1.45,0.65,144.35,
10/21/20,Sell to Open,PTON 10/23/2020 131.00 C,CALL PELOTON INTERACTIVE$131 EXP 10/23/20,3,1.6,2,478,
10/21/20,Buy to Close,PTON 10/23/2020 140.00 C,CALL PELOTON INTERACTIVE$140 EXP 10/23/20,3,0.27,1.99,-82.99,
10/21/20,Sell to Open,TWTR 10/30/2020 50.00 C,CALL TWITTER INC $50 EXP 10/30/20,1,2.93,0.66,292.34,
10/21/20,Buy to Close,TWTR 10/23/2020 45.00 C,CALL TWITTER INC $45 EXP 10/23/20,1,5.16,0.65,-516.65,
10/21/20,Sell to Open,TWTR 10/30/2020 50.00 C,CALL TWITTER INC $50 EXP 10/30/20,1,2.93,0.66,292.34,
10/21/20,Buy to Close,TWTR 10/23/2020 45.00 C,CALL TWITTER INC $45 EXP 10/23/20,1,5.16,0.65,-516.65,
10/21/20,Sell to Open,TWTR 10/30/2020 50.00 C,CALL TWITTER INC $50 EXP 10/30/20,1,2.93,0.66,292.34,
10/21/20,Buy to Close,TWTR 10/23/2020 45.00 C,CALL TWITTER INC $45 EXP 10/23/20,1,5.16,0.65,-516.65,
10/20/20,Sell to Open,NIO 10/23/2020 29.00 C,CALL N I O INC $29 EXP 10/23/20,8,0.44,5.3,346.7,
10/20/20,Buy to Close,PTON 10/23/2020 145.00 C,CALL PELOTON INTERACTIVE$145 EXP 10/23/20,1,0.39,0.65,-39.65,
10/20/20,Sell to Open,PTON 10/23/2020 140.00 C,CALL PELOTON INTERACTIVE$140 EXP 10/23/20,1,1.18,0.65,117.35,
10/20/20,Buy to Close,PTON 10/23/2020 145.00 C,CALL PELOTON INTERACTIVE$145 EXP 10/23/20,1,0.39,0.65,-39.65,
10/20/20,Sell to Open,PTON 10/23/2020 140.00 C,CALL PELOTON INTERACTIVE$140 EXP 10/23/20,1,1.18,0.65,117.35,
10/20/20,Buy to Close,PTON 10/23/2020 145.00 C,CALL PELOTON INTERACTIVE$145 EXP 10/23/20,1,0.38,0.65,-38.65,
10/20/20,Sell to Open,PTON 10/23/2020 140.00 C,CALL PELOTON INTERACTIVE$140 EXP 10/23/20,1,1.17,0.65,116.35,
10/20/20,Sell to Open,SDC 10/23/2020 11.50 C,CALL SMILEDIRECTCLUB INC$11.5 EXP 10/23/20,1,0.16,0.65,15.35,
10/19/2020 as of 10/16/2020,Buy,ATEC,ALPHATEC HOLDINGS,100,7.5,,-750,
